"employee_number","number_of_hours","reasons","withpay","dateleave"
"employee3017","9","Request 2-day VL personal errands",True,"2018-01-18"
"employee3017","9","Request 2-day VL personal errands",True,"2018-01-19"
"employee2479","9","korea trip (vacation)",True,"2018-01-22"
"employee2479","9","korea trip (vacation)",True,"2018-01-23"
"employee2479","9","korea trip (vacation)",True,"2018-01-24"
"employee2479","9","korea trip (vacation)",True,"2018-01-25"
"employee6","9","FAMILY VACATION PALAWAN 8 DAYS JAN 10-12 JAN15-19 2018",True,"2018-01-16"
"employee6","9","FAMILY VACATION PALAWAN 8 DAYS JAN 10-12 JAN15-19 2018",True,"2018-01-17"
"employee6","9","FAMILY VACATION PALAWAN 8 DAYS JAN 10-12 JAN15-19 2018",True,"2018-01-18"
"employee6","9","FAMILY VACATION PALAWAN 8 DAYS JAN 10-12 JAN15-19 2018",True,"2018-01-19"
"employee3207","9","DUE TO HEADACHE",True,"2018-01-16"
"employee648","9","FAMILY MATTERS",True,"2018-01-17"
"employee1662","9","acute gastritis",True,"2018-01-16"
"employee799","9","School Activity of my son.",True,"2018-01-18"
"employee155","9","personal matter",True,"2018-01-19"
"employee458","9","HEADACHE",True,"2018-01-17"
"employee456","9","BODY REPLACEMENT
KEANU 1/23/18
A.VIDAD 1/24-27/18",True,"2018-01-23"
"employee456","9","BODY REPLACEMENT
KEANU 1/23/18
A.VIDAD 1/24-27/18",True,"2018-01-24"
"employee456","9","BODY REPLACEMENT
KEANU 1/23/18
A.VIDAD 1/24-27/18",True,"2018-01-25"
"employee456","9","BODY REPLACEMENT
KEANU 1/23/18
A.VIDAD 1/24-27/18",True,"2018-01-26"
"employee456","9","BODY REPLACEMENT
KEANU 1/23/18
A.VIDAD 1/24-27/18",True,"2018-01-27"
"employee1098","9","VACATION LEAVE",True,"2018-01-21"
"employee1086","9","VACATION LEAVE",True,"2018-01-24"
"employee1086","9","VACATION LEAVE",True,"2018-01-25"
"employee3061","9","PARTIAL LEAVE
BR - OMAÑA/TENDIDO",True,"2018-01-24"
"employee3061","9","PARTIAL LEAVE
BR - OMAÑA/TENDIDO",True,"2018-01-25"
"employee1760","9","partial vacation leave",True,"2018-01-20"
"employee1568","9","JERIC PADA DAY OFF DUTY 
(FAMILY GATHERING)",True,"2018-01-23"
"employee3199","9","BIRTHDAY OF MY SON 
B.R JOVELYN SAMAR",True,"2018-01-22"
"employee658","9","VACATION LEAVE
BR: PADERNAL, JHENNEL",True,"2018-01-22"
"employee596","9","V/L..Mr. John Bruce Santos will extend time.",True,"2018-01-23"
"employee596","9","V/L..Mr. John Bruce Santos will extend time.",True,"2018-01-24"
"employee596","9","V/L..Mr. John Bruce Santos will extend time.",True,"2018-01-25"
"employee1118","9","TOOTHACHE",True,"2018-01-16"
"employee2434","9","FEVER",True,"2018-07-22"
"employee1847","9","E/L due to sick mother.",True,"2018-01-16"
"employee1847","9","E/L due to sick mother.",True,"2018-01-17"
"employee725","9","due to family matters",True,"2018-01-22"
"employee725","9","due to family matters",True,"2018-01-23"
"employee725","9","due to family matters",True,"2018-01-24"
"employee3234","9","headache",True,"2018-01-17"
"employee541","9","LBM",True,"2018-01-16"
"employee541","9","LBM",False,"2018-01-17"
"employee2219","9","to attend important family matter.",True,"2018-01-19"
"employee3025","9","Allergic conjunctivitis",False,"2018-01-16"
"employee737","9","SCHEDULE VACATION LEAVE",True,"2018-01-22"
"employee765","9","FAMILY MATTER",True,"2018-01-17"
"employee1477","9","EL CHARGE TO P/L DUE TO SICK WIFE",True,"2018-01-17"
"employee1477","9","EL CHARGE TO P/L DUE TO SICK WIFE",True,"2018-01-18"
"employee551","9","backpain with fit to work clearance",True,"2018-01-17"
"employee1393","9","e/l charge to personal leave",True,"2018-01-17"
"employee1842","9","partial vl",True,"2018-01-20"
"employee883","9","s/l w/ medical clearance",False,"2018-01-17"
"employee1013","9","bereavement",True,"2018-01-20"
"employee991","9","vacation",True,"2018-01-30"
"employee991","9","vacation",True,"2018-01-31"
"employee3057","9","Vacation leave attend to personal matters",True,"2018-01-22"
"employee2233","9","PERSONAL MATTER",True,"2018-01-19"
"employee1052","9","V/L",True,"2018-01-20"
"employee470","9","annual vacation leave",True,"2018-01-25"
"employee470","9","annual vacation leave",True,"2018-01-26"
"employee470","9","annual vacation leave",True,"2018-01-27"
"employee3012","9","vacation leave out of town",False,"2018-07-27"
"employee842","9","Emergency Leave Due to Personal Matter",True,"2018-01-17"
"employee1807","9","PARTIAL VACATION LEAVE",True,"2018-01-20"
"employee1390","9","vacation leave..",True,"2018-01-19"
"employee515","9","Vacation",True,"2018-01-20"
"employee693","9","To attend important family matters.",True,"2018-01-24"
"employee1555","9","WILL ATTEND BIRTHDAY",True,"2018-01-22"
"employee1555","9","WILL ATTEND BIRTHDAY",False,"2018-01-23"
"employee1570","9","fever",True,"2018-01-17"
"employee1554","9","VL WITH BODY REPLACEMENT",True,"2018-01-20"
"employee1554","9","VL WITHOUT PAY. WITH BODY REPLACEMENT.",False,"2018-01-21"
"employee1540","9","SCHEDULED VACATION/BR: ARVIN VALENCIA DAY OFF DUTY",True,"2018-02-04"
"employee1759","9","V/L. BODY REPLACEMENT FORM SUBMITTED ALREADY.",True,"2018-01-30"
"employee1759","9","V/L. BODY REPLACEMENT FORM SUBMITTED ALREADY.",True,"2018-01-31"
"employee1594","9","VACATION/BR  GAVIOLA/FEB 3/ ESTOLOGA FEB 4",True,"2018-02-03"
"employee1594","9","VACATION/BR  GAVIOLA/FEB 3/ ESTOLOGA FEB 4",False,"2018-02-04"
"employee646","9","DUE TO FLU",False,"2018-01-17"
"employee647","9","V/L
BR: A. TABELINA",True,"2018-01-21"
"employee1107","9","Going to province Negros.",False,"2018-01-16"
"employee1107","9","Going to province Negros.",False,"2018-01-17"
"employee1107","9","Going to province Negros.",False,"2018-01-18"
"employee1107","9","Going to province Negros.",False,"2018-01-19"
"employee1107","9","Going to province Negros.",False,"2018-01-22"
"employee3095","9","to use my schedule vacation leave..",True,"2018-01-20"
"employee1882","9","hemerriod w/ med cert",True,"2018-01-18"
"employee841","9","VL FILED PREVIOUSLY JAN 4, 2018",True,"2018-01-20"
"employee3054","9","schedule VL, going to my province BICOL",True,"2018-01-22"
"employee3054","9","schedule VL, going to my province BICOL",True,"2018-01-23"
"employee3250","9","CHARGE TO VL.",True,"2018-01-31"
"employee2480","9","FAMILY",True,"2018-01-21"
"employee2480","9","FAMILY",True,"2018-01-22"
"employee3051","9","personal matter",True,"2018-01-22"
"employee3051","9","personal matter",True,"2018-01-23"
"employee3147","9","BIRTHDAY LEAVE",True,"2018-01-28"
"employee3147","9","BIRTHDAY LEAVE",True,"2018-01-29"
"employee758","9","VACATION",True,"2018-01-27"
"employee758","9","VACATION",True,"2018-01-28"
"employee187","9","OUT OF THE COUNTRY",True,"2018-01-31"
"employee3046","9","vacation with my family",True,"2018-01-21"
"employee822","9","vacation",True,"2018-01-23"
"employee1121","9","Vacation leave",True,"2018-01-21"
"employee1121","9","Vacation leave",True,"2018-01-22"
"employee1888","9","vacation leave",True,"2018-01-20"
"employee1013","9","BEREAVEMENT",True,"2018-01-21"
"employee1493","9","REQUESTING 1 DAY VACATION TO BE RELIEVED BY MS.ONA",False,"2018-01-20"
"employee1955","9","Scheduled VL",True,"2018-01-26"
"employee1955","9","Scheduled VL",True,"2018-01-27"
"employee1428","9","FEVER",True,"2018-01-19"
"employee288","9","FEVER",True,"2018-01-17"
"employee288","9","FEVER",False,"2018-01-18"
"employee464","9","migraine headache",False,"2018-01-20"
"employee1394","9","back pain",True,"2018-01-18"
"employee1394","9","back pain",False,"2018-01-19"
"employee1427","9","SETTLE IMPORTANT MATTER",True,"2018-01-21"
"employee2174","9","to settle important matters",True,"2018-01-25"
"employee2174","9","to settle important matters",True,"2018-01-26"
"employee2174","4.5","to settle important matters",True,"2018-01-27"
"employee2174","4.5","to settle important matters",False,"2018-01-27"
"employee2174","9","to settle important matters",False,"2018-01-28"
"employee2174","9","to settle important matters",False,"2018-01-29"
"employee3176","9","FAMILY MATTER",True,"2018-01-27"
"employee2276","9","visit my hometown/ 
family reunion",True,"2018-02-02"
"employee2276","9","visit my hometown/ 
family reunion",True,"2018-02-03"
"employee2276","9","visit my hometown/ 
family reunion",True,"2018-02-06"
"employee1573","9","SINUSITIS[SEVER HEADACHE AND DIZZENISS]",True,"2018-01-16"
"employee430","9","FAMILY MATTER",True,"2018-01-28"
"employee420","9","vacation leave",True,"2018-01-24"
"employee1054","9","My son was confined at the Hospital due to pneumon",True,"2018-01-16"
"employee1054","9","My son was confined at the Hospital due to pneumon",True,"2018-01-17"
"employee1054","9","My son was confined at the Hospital due to pneumon",True,"2018-01-18"
"employee1054","9","My son was confined at the Hospital due to pneumon",True,"2018-01-19"
"employee1864","9","To attend important family Matter",True,"2018-01-24"
"employee1029","9","CHRONIC APICAL PEMODONTITIS ON TOOTH",True,"2018-01-16"
"employee1033","9","SICK WIFE",True,"2018-01-18"
"employee1033","9","SICK WIFE",True,"2018-01-19"
"employee1033","9","SICK WIFE",True,"2018-01-20"
"employee1058","9","Due to Back Pain",True,"2018-01-18"
"employee1618","9","to secure Crame and Barangay Clearance",True,"2018-01-26"
"employee106","9","accompany my mother to her check up",True,"2018-01-24"
"employee2230","9","VACATION LEAVE- WILL IN LIEU BY MR. NORJHON ABAO",True,"2018-01-17"
"employee800","9","celebrating our 10th yr wedding anniversary",True,"2018-01-20"
"employee1064","9","personal matter.",True,"2018-01-27"
"employee800","9","celebrating our 10th yr wedding anniversary",True,"2018-01-21"
"employee833","9","to attend anniversay of death of my father",True,"2018-01-24"
"employee809","9","PARTIALL /VL",True,"2018-01-23"
"employee1393","9","for laboratory and ECG examine",True,"2018-01-19"
"employee2065","9","CHECK UP SCHEDULE of my wife. due to bleeding.",True,"2018-01-23"
"employee2065","9","CHECK UP SCHEDULE of my wife. due to bleeding.",True,"2018-01-24"
"employee400","9","Due fever,cough.office duly notified",True,"2018-01-17"
"employee1849","9","partial vacation Leave",True,"2018-02-03"
"employee251","9","partial vacation leave.",True,"2018-01-27"
"employee832","9","avail partial vacation leave.",True,"2018-01-24"
"employee832","9","avail partial vacation leave.",True,"2018-01-25"
"employee1584","9","Avail partial VL.",True,"2018-02-07"
"employee2060","9","partial leave",True,"2018-01-28"
"employee2103","9","VACATION LEAVE RELIEVER
ARBEN RAFER",True,"2018-01-27"
"employee3150","9","el charge to personal leave",True,"2018-01-19"
"employee865","9","CHARGE TO PERSONAL LEAVE",True,"2018-01-19"
"employee875","9","EL - sick wife",True,"2018-01-18"
"employee549","9","DUE INFLUENZA & BODY PAIN W/ FIT TO WORK CLEARANCE",True,"2018-01-16"
"employee1596","9","Trangkaso",True,"2018-01-20"
"employee3049","9","Fever and Flu",True,"2018-01-17"
"employee2131","9","sick leave due to fever",True,"2018-01-17"
"employee2131","9","partial vacation leave",True,"2018-02-10"
"employee2131","9","partial vacation leave",True,"2018-02-11"
"employee830","9","LBM",True,"2018-01-18"
"employee830","9","LBM",False,"2018-01-19"
"employee830","9","Parshal V/L",True,"2018-01-28"
"employee830","9","Parshal V/L",True,"2018-01-29"
"employee885","9","sick leave due to flu and cough",True,"2018-01-18"
"employee3154","9","partial leave/anniversary leave",True,"2018-01-24"
"employee1476","9","vacation Leave",True,"2018-01-25"
"employee3243","9","Personal",True,"2018-01-27"
"employee909","9","follow up check up",True,"2018-01-26"
"employee540","9","Partial Vacation Leave",True,"2018-01-25"
"employee901","9","vacation leave",True,"2018-01-26"
"employee905","9","partial use of V/L",True,"2018-03-03"
"employee852","9","e/l charge to personal leave no.1",True,"2018-01-19"
"employee1652","9","s/l due to acute gastroenteritis see attach",True,"2018-01-17"
"employee1652","9","s/l due to acute gastroenteritis see attach",False,"2018-01-18"
"employee2062","9","daughter had a high fever",True,"2018-01-16"
"employee2062","9","daughter contracted urinary tract infection",True,"2018-01-17"
"employee2062","9","daughter contracted urinary tract infection",True,"2018-01-18"
"employee2062","9","daughter contracted urinary tract infection",True,"2018-01-19"
"employee1676","9","Partial Vacation leave In lieu relieve Geo ORE",True,"2018-01-21"
"employee427","9","emergency leave charge to personal leave",True,"2018-01-20"
"employee1467","9","partial vacation leave",True,"2018-01-19"
"employee2018","9","e/l charge to personal leave",True,"2018-01-20"
"employee862","9","sick leave due to LBM",True,"2018-01-19"
"employee906","9","family reunion",True,"2018-01-21"
"employee944","9","PARTIAL VACATION LEAVE. PRESSING FAMILY MATTERS.",True,"2018-01-24"
"employee93","9","Emergency Leave due attend to electricity problem.",True,"2018-01-18"
"employee974","9","very important matter e/l charge to vacation leave",True,"2018-01-20"
"employee1079","9","knee pain",True,"2018-01-20"
"employee1079","9","knee pain",False,"2018-01-21"
"employee1509","9","SERVICE CAR MALFUNCTIONED",True,"2018-01-17"
"employee439","9","Check-up for URI and Nosebleed.",False,"2018-01-17"
"employee1492","4.5","HALF DAY DUE TO TRAFFIC",True,"2018-01-19"
"employee1631","9","DFA PASSPORT RENEWAL AND OTHERS",True,"2018-01-26"
"employee1807","9","PERSONAL MATTER",True,"2018-01-17"
"employee505","4.5","SENT HOME.
06;00-11;00#",False,"2018-01-19"
"employee1608","9","VACATION WITH FAMILY (REUNION)",True,"2018-01-22"
"employee1608","9","VACATION WITH FAMILY (REUNION)",True,"2018-01-23"
"employee1608","9","VACATION WITH FAMILY (REUNION)",True,"2018-01-26"
"employee1608","9","VACATION WITH FAMILY (REUNION)",True,"2018-01-27"
"employee788","9","swollen left eye.",True,"2018-01-18"
"employee2091","9","important matter",True,"2018-01-21"
"employee886","9","My son diagnosed for pneumonia",True,"2018-01-17"
"employee2214","9","Accompanied my sick husband to hospital.",True,"2018-01-18"
"employee2513","9","Charge to accrued V/L",True,"2018-01-16"
"employee2513","9","Charge to accrued V/L",True,"2018-01-17"
"employee1481","9","JAN 27 2018-ICE
JAN 28 2018-PAL",True,"2018-01-27"
"employee1481","9","JAN 27 2018-ICE
JAN 28 2018-PAL",True,"2018-01-28"
"employee50","9","Jan. 22,23 & 26 due planned family vacation",True,"2018-01-22"
"employee50","9","Jan. 22,23 & 26 due planned family vacation",True,"2018-01-23"
"employee50","9","Jan. 22,23 & 26 due planned family vacation",True,"2018-01-26"
"employee508","9","Attend Christening of my God daughter.",True,"2018-01-21"
"employee1067","9","not feeling well sick leave",False,"2018-01-21"
"employee434","4.5","will process important documents. Am 800-1230H",True,"2018-01-25"
"employee2219","9","schedule vacation leave,to attend family matter.",True,"2018-01-23"
"employee1579","9","dysmenorrhea",True,"2018-01-18"
"employee1783","9","lbm",True,"2018-01-17"
"employee662","9","FEVER, ASTHMA",True,"2018-01-17"
"employee662","9","FEVER, ASTHMA",False,"2018-01-18"
"employee3238","9","due treatment for rheumatic fever(w/med.clerance)",True,"2018-01-19"
"employee530","9","headache",True,"2018-01-20"
"employee2139","9","HYPERTENSION",True,"2018-01-20"
"employee550","9","vacaton leave wid reliver supr san andres/arturo",True,"2018-01-21"
"employee1049","9","sick leave due to backpain",True,"2018-01-21"
"employee1049","9","sick leave due to backpain",False,"2018-01-22"
"employee1424","9","FEVER",True,"2018-01-21"
"employee942","9","CHECK UP",True,"2018-01-20"
"employee977","9","VACATION",True,"2018-01-27"
"employee1510","9","ASSIST AND ATTEND DEBUT",True,"2018-02-02"
"employee1510","9","ASSIST AND ATTEND DEBUT",True,"2018-02-03"
"employee1510","9","ASSIST AND ATTEND DEBUT",True,"2018-02-04"
"employee979","9","V/L",True,"2018-02-23"
"employee979","9","V/L",True,"2018-02-24"
"employee984","9","birthday and family reunion",True,"2018-01-25"
"employee984","9","birthday and family reunion",True,"2018-01-26"
"employee943","9","VL FAMILY MATTER",True,"2018-02-03"
"employee943","9","VL FAMILY MATTER",True,"2018-02-10"
"employee1026","9","DUE TO MY WIFE , BRONCHIAL ASHMA",True,"2018-01-18"
"employee972","9","STOMACH PAIN",True,"2018-01-19"
"employee3214","9","ATTEND GRADUATION OF MY DAUGTHER IN ROXAS ILOILO",True,"2018-03-22"
"employee3214","9","ATTEND GRADUATION OF MY DAUGTHER IN ROXAS ILOILO",True,"2018-03-23"
"employee3214","9","ATTEND GRADUATION OF MY DAUGTHER IN ROXAS ILOILO",True,"2018-03-24"
"employee3214","9","ATTEND GRADUATION OF MY DAUGTHER IN ROXAS ILOILO",True,"2018-03-25"
"employee3214","9","ATTEND GRADUATION OF MY DAUGTHER IN ROXAS ILOILO",True,"2018-03-26"
"employee3214","9","TO ATTEND GRADUATION OF MY DAUGTHER IN ILOILO",False,"2018-03-29"
